1.392548,984035,
1.392548,994735,10700
0.696389,1009735,15000
0.697079,1019735,10000
0.69892,1029735,10000
0.703637,1039735,10000
0.70985,1049735,10000
0.718824,1059735,10000
0.729983,1069735,10000
0.744134,1079735,10000
0.761046,1089735,10000
0.781295,1099735,10000
0.804765,1109735,10000
0.832262,1119734,9999
0.862749,1129735,10001
0.895308,1139735,10000
0.928902,1149734,9999
0.964913,1159735,10001
1.002879,1169735,10000
1.043836,1179735,10000
1.088705,1189735,10000
1.135415,1199735,10000
1.183965,1209735,10000
1.233781,1219734,9999
1.287624,1229735,10001
1.344343,1239735,10000
1.401407,1249734,9999
1.456515,1259735,10001
1.513809,1269735,10000
1.572829,1279735,10000
1.63369,1289734,9999
1.69294,1299735,10001
1.755527,1309735,10000
1.820529,1319735,10000
1.884036,1329735,10000
1.945242,1339735,10000
2.006448,1349735,10000
2.07099,1359735,10000
2.133921,1369735,10000
2.196623,1379735,10000
2.26082,1389735,10000
2.326743,1399735,10000
2.388754,1409735,10000
2.448809,1419735,10000
2.511281,1429735,10000
2.574097,1439734,9999
2.635533,1449735,10001
2.696969,1459736,10001
2.759671,1469734,9998
2.822372,1479735,10001
2.881392,1489735,10000
2.939722,1499735,10000
2.998627,1509734,9999
3.058452,1519735,10001
3.116436,1529736,10001
3.175456,1539734,9998
3.234246,1549735,10001
3.292806,1559735,10000
3.349065,1569735,10000
3.404288,1579735,10000
3.459857,1589734,9999
3.51577,1599735,10001
3.571109,1609734,9999
3.626332,1619735,10001
3.682245,1629735,10000
3.738274,1639735,10000
3.791887,1649735,10000
3.845039,1659735,10000
3.897732,1669735,10000
3.951344,1679735,10000
4.004267,1689735,10000
4.057534,1699735,10000
4.111837,1709735,10000
4.16683,1719735,10000
4.221248,1729734,9999
4.273825,1739735,10001
4.326288,1749735,10000
4.37944,1759734,9999
4.432823,1769735,10001
4.485975,1779734,9999
4.539703,1789734,10000
4.594926,1799735,10001
4.650725,1809735,10000
4.705028,1819735,10000
4.758755,1829734,9999
4.812368,1839735,10001
4.866096,1849735,10000
4.920283,1859735,10000
4.974701,1869735,10000
5.030615,1879735,10000
5.086874,1889735,10000
5.143823,1899734,9999
5.198126,1909735,10001
5.253464,1919735,10000
5.308342,1929735,10000
5.364256,1939735,10000
5.418904,1949734,9999
5.475163,1959735,10001
5.532687,1969735,10000
5.590787,1979735,10000
5.646585,1989735,10000
5.701809,1999735,10000
5.756802,2009735,10000
5.813636,2019734,9999
5.868744,2029735,10001
5.923737,2039735,10000
5.980341,2049734,9999
6.037635,2059735,10001
6.09562,2069735,10000
6.149463,2079734,9999
6.203651,2089735,10001
6.259449,2099735,10000
6.315938,2109735,10000
6.370356,2119734,9999
6.425579,2129735,10001
6.481723,2139736,10001
6.540513,2149735,9999
6.595851,2159735,10000
6.649464,2169735,10000
6.703422,2179735,10000
6.75968,2189735,10000
6.815364,2199735,10000
6.870587,2209735,10000
6.925811,2219735,10000
6.98276,2229735,10000
7.040974,2239734,9999
7.094702,2249735,10001
7.148545,2259735,10000
7.203538,2269734,9999
7.259912,2279735,10001
7.31479,2289735,10000
7.369898,2299735,10000
7.425697,2309735,10000
7.484142,2319735,10000
7.53994,2329735,10000
7.593668,2339734,9999
7.647165,2349735,10001
7.703194,2359736,10001
7.758417,2369734,9998
7.813411,2379735,10001
7.868289,2389735,10000
7.924663,2399735,10000
7.982877,2409734,9999
8.036605,2419735,10001
8.089872,2429735,10000
8.14406,2439734,9999
8.200204,2449735,10001
8.254967,2459736,10001
8.30996,2469735,9999
8.365184,2479735,10000
8.423283,2489735,10000
8.480232,2499735,10000
8.534305,2509735,10000
8.588148,2519735,10000
8.643716,2529735,10000
8.70032,2539735,10000
8.756464,2549735,10000
8.812148,2559734,9999
8.868291,2569735,10001
8.927081,2579735,10000
8.982304,2589734,9999
9.037068,2599735,10001
9.091255,2609735,10000
9.147859,2619734,9999
9.203773,2629734,10000
9.260262,2639735,10001
9.315945,2649735,10000
9.373585,2659734,9999
9.429498,2669735,10001
9.484261,2679735,10000
9.538334,2689735,10000
9.593673,2699735,10000
9.648666,2709735,10000
9.70481,2719735,10000
9.760608,2729734,9999
9.816522,2739735,10001
9.873586,2749735,10000
9.927659,2759735,10000
9.982192,2769735,10000
10.036495,2779735,10000
10.091718,2789735,10000
10.146366,2799735,10000
10.202395,2809734,9999
10.257618,2819735,10001
10.315027,2829735,10000
10.369791,2839735,10000
10.424209,2849734,9999
10.478396,2859735,10001
10.533505,2869735,10000
10.588038,2879734,9999
10.643721,2889735,10001
10.69952,2899735,10000
10.755894,2909734,9999
10.812843,2919735,10001
10.867491,2929735,10000
10.922139,2939735,10000
10.977247,2949734,9999
11.032816,2959735,10001
11.088154,2969736,10001
11.144988,2979735,9999
11.201822,2989735,10000
11.260267,2999735,10000
11.315835,3009735,10000
11.370713,3019734,9999
11.425937,3029735,10001
11.482195,3039735,10000
11.536613,3049735,10000
11.592757,3059735,10000
11.649361,3069734,9999
11.70654,3079735,10001
11.763719,3089735,10000
11.817217,3099735,10000
11.87175,3109735,10000
11.927203,3119735,10000
11.982657,3129735,10000
12.03742,3139735,10000
12.092643,3149735,10000
12.149132,3159735,10000
12.207577,3169735,10000
12.261535,3179735,10000
12.315032,3189735,10000
12.369105,3199734,9999
12.425939,3209735,10001
12.480242,3219735,10000
12.535465,3229735,10000
12.590344,3239734,9999
12.648098,3249735,10001
12.705277,3259736,10001
12.75866,3269734,9998
12.811927,3279735,10001
12.867611,3289735,10000
12.923524,3299735,10000
12.979093,3309735,10000
13.033856,3319736,10001
13.090115,3329735,9999
13.148904,3339735,10000
13.204243,3349735,10000
13.25774,3359735,10000
13.312043,3369735,10000
13.368647,3379735,10000
13.424331,3389734,9999
13.479209,3399735,10001
13.534893,3409735,10000
13.592302,3419735,10000
13.649826,3429735,10000
13.703554,3439735,10000
13.757512,3449735,10000
13.812505,3459734,9999
13.868879,3469735,10001
13.924217,3479735,10000
13.97921,3489734,9999
14.034434,3499735,10001
14.093799,3509735,10000
14.148217,3519735,10000
14.202174,3529735,10000
14.255442,3539735,10000
14.311816,3549735,10000
14.367039,3559734,9999
14.422492,3569735,10001
14.477256,3579736,10001
14.53478,3589735,9999
14.591959,3599735,10000
14.646837,3609735,10000
14.70045,3619735,10000
14.755443,3629735,10000
14.811012,3639735,10000
14.867731,3649735,10000
14.923414,3659735,10000
14.978983,3669735,10000
15.037657,3679734,9999
15.093111,3689735,10001
15.148104,3699735,10000
15.201947,3709734,9999
15.257515,3719735,10001
15.313199,3729735,10000
15.369458,3739735,10000
15.425371,3749735,10000
15.48209,3759735,10000
15.538694,3769735,10000
15.593572,3779734,9999
15.648105,3789735,10001
15.702753,3799736,10001
15.757862,3809734,9998
15.813315,3819735,10001
15.869689,3829735,10000
15.924912,3839735,10000
15.982897,3849735,10000
16.036739,3859734,9999
16.091963,3869735,10001
16.14546,3879735,10000
16.201029,3889735,10000
16.255562,3899735,10000
16.311015,3909735,10000
16.366469,3919735,10000
16.423878,3929735,10000
